orthogroup,grasspea,faba,medicago,pea,composition_label,nb_pair
OG0013309,LATSA3860_EIv1.0_0565310,Vfaba.Hedin2.R1.4g182960,MtrunA17_Chr4g0065081,Psat7g049360,1234,6
OG0013310,LATSA3860_EIv1.0_0566040,Vfaba.Hedin2.R1.2g172280,MtrunA17_Chr3g0135111,Psat5g036960,1234,6
OG0013312,LATSA3860_EIv1.0_0566390,Vfaba.Hedin2.R1.4g158520,MtrunA17_Chr4g0059471,Psat0s1227g0160,1234,6
OG0013315,LATSA3860_EIv1.0_0566780,Vfaba.Hedin2.R1.1g160880,MtrunA17_Chr6g0484911,Psat1g039320,1234,6
OG0013316,LATSA3860_EIv1.0_0566800,Vfaba.Hedin2.R1.1g160840,MtrunA17_Chr6g0484931,Psat1g039360,1234,6
OG0013317,LATSA3860_EIv1.0_0567460,Vfaba.Hedin2.R1.6g154560,MtrunA17_Chr8g0384001,Psat7g048160,1234,6
OG0013320,LATSA3860_EIv1.0_0567510,Vfaba.Hedin2.R1.6g154320,MtrunA17_Chr8g0383951,Psat7g047120,1234,6
OG0013321,LATSA3860_EIv1.0_0567990,Vfaba.Hedin2.R1.1g113760,MtrunA17_Chr6g0463551,Psat0s3019g0120,1234,6
OG0013322,LATSA3860_EIv1.0_0568250,Vfaba.Hedin2.R1.1g411360,MtrunA17_Chr2g0299691,Psat1g140360,1234,6
OG0013323,LATSA3860_EIv1.0_0568260,Vfaba.Hedin2.R1.1g411400,MtrunA17_Chr2g0299721,Psat1g140400,1234,6
OG0013324,LATSA3860_EIv1.0_0568300,Vfaba.Hedin2.R1.1g411520,MtrunA17_Chr2g0299631,Psat1g140480,1234,6
OG0013325,LATSA3860_EIv1.0_0568380,Vfaba.Hedin2.R1.1g411800,MtrunA17_Chr2g0299501,Psat1g139440,1234,6
OG0013326,LATSA3860_EIv1.0_0568400,Vfaba.Hedin2.R1.1g411680,MtrunA17_Chr2g0299471,Psat1g140200,1234,6
OG0013327,LATSA3860_EIv1.0_0568700,Vfaba.Hedin2.R1.2g053040,MtrunA17_Chr3g0103751,Psat5g162480,1234,6
OG0013329,LATSA3860_EIv1.0_0568760,Vfaba.Hedin2.R1.2g053360,MtrunA17_Chr3g0103681,Psat5g162640,1234,6
OG0013330,LATSA3860_EIv1.0_0568770,Vfaba.Hedin2.R1.2g053320,MtrunA17_Chr3g0103691,Psat5g162600,1234,6
OG0013331,LATSA3860_EIv1.0_0568790,Vfaba.Hedin2.R1.2g053400,MtrunA17_Chr3g0103671,Psat5g162720,1234,6
OG0013332,LATSA3860_EIv1.0_0569270,Vfaba.Hedin2.R1.5g136160,MtrunA17_Chr7g0263821,Psat0s1011g0040,1234,6
OG0013334,LATSA3860_EIv1.0_0569350,Vfaba.Hedin2.R1.5g135960,MtrunA17_Chr7g0263761,Psat3g044320,1234,6
OG0013335,LATSA3860_EIv1.0_0569360,Vfaba.Hedin2.R1.5g135920,MtrunA17_Chr7g0263751,Psat3g044360,1234,6
OG0013337,LATSA3860_EIv1.0_0569390,Vfaba.Hedin2.R1.5g135880,MtrunA17_Chr7g0263721,Psat3g044440,1234,6
OG0013338,LATSA3860_EIv1.0_0569970,Vfaba.Hedin2.R1.6g020240,MtrunA17_Chr4g0026091,Psat7g187240,1234,6
OG0013339,LATSA3860_EIv1.0_0569990,Vfaba.Hedin2.R1.6g020280,MtrunA17_Chr4g0026081,Psat7g186440,1234,6
OG0013340,LATSA3860_EIv1.0_0570010,Vfaba.Hedin2.R1.6g020360,MtrunA17_Chr4g0026051,Psat7g186720,1234,6
OG0013341,LATSA3860_EIv1.0_0570300,Vfaba.Hedin2.R1.3g094640,MtrunA17_Chr1g0193971,Psat6g158920,1234,6
OG0013343,LATSA3860_EIv1.0_0570350,Vfaba.Hedin2.R1.3g094800,MtrunA17_Chr1g0193941,Psat6g158800,1234,6
OG0013346,LATSA3860_EIv1.0_0571110,Vfaba.Hedin2.R1.6g015640,MtrunA17_Chr4g0024741,Psat7g198120,1234,6
OG0013347,LATSA3860_EIv1.0_0571390,Vfaba.Hedin2.R1.5g118000,MtrunA17_Chr7g0259841,Psat3g064200,1234,6
OG0013349,LATSA3860_EIv1.0_0571410,Vfaba.Hedin2.R1.5g117800,MtrunA17_Chr7g0259821,Psat3g064320,1234,6
OG0013350,LATSA3860_EIv1.0_0571420,Vfaba.Hedin2.R1.5g117760,MtrunA17_Chr7g0259791,Psat3g064360,1234,6
OG0013351,LATSA3860_EIv1.0_0571990,Vfaba.Hedin2.R1.Ung102160,MtrunA17_Chr7g0256891,Psat3g075800,1234,6
OG0013352,LATSA3860_EIv1.0_0572010,Vfaba.Hedin2.R1.Ung102120,MtrunA17_Chr7g0256861,Psat3g075680,1234,6
OG0013354,LATSA3860_EIv1.0_0572040,Vfaba.Hedin2.R1.5g103720,MtrunA17_Chr7g0256831,Psat3g075960,1234,6
OG0013356,LATSA3860_EIv1.0_0572420,Vfaba.Hedin2.R1.3g223480,MtrunA17_Chr1g0153211,Psat0s2139g0240,1234,6
OG0013357,LATSA3860_EIv1.0_0572700,Vfaba.Hedin2.R1.6g033040,MtrunA17_Chr4g0030621,Psat7g220480,1234,6
OG0013358,LATSA3860_EIv1.0_0573840,Vfaba.Hedin2.R1.2g071640,MtrunA17_Chr3g0111441,Psat5g122600,1234,6
OG0013361,LATSA3860_EIv1.0_0575650,Vfaba.Hedin2.R1.3g119440,MtrunA17_Chr1g0199181,Psat6g181120,1234,6
OG0013362,LATSA3860_EIv1.0_0575690,Vfaba.Hedin2.R1.3g119560,MtrunA17_Chr1g0199131,Psat6g180640,1234,6
OG0013365,LATSA3860_EIv1.0_0576420,Vfaba.Hedin2.R1.3g174360,MtrunA17_Chr1g0165031,Psat6g100680,1234,6
OG0013366,LATSA3860_EIv1.0_0576440,Vfaba.Hedin2.R1.5g092520,MtrunA17_Chr7g0254251,Psat3g085840,1234,6
OG0013367,LATSA3860_EIv1.0_0576480,Vfaba.Hedin2.R1.5g092600,MtrunA17_Chr7g0254261,Psat3g085760,1234,6
OG0013369,LATSA3860_EIv1.0_0576970,Vfaba.Hedin2.R1.4g142840,MtrunA17_Chr4g0056481,Psat4g071040,1234,6
OG0013370,LATSA3860_EIv1.0_0576980,Vfaba.Hedin2.R1.4g142960,MtrunA17_Chr4g0056491,Psat4g070360,1234,6
OG0013371,LATSA3860_EIv1.0_0578080,Vfaba.Hedin2.R1.Ung076440,MtrunA17_Chr4g0061291,Psat4g048440,1234,6
OG0013372,LATSA3860_EIv1.0_0578090,Vfaba.Hedin2.R1.Ung076480,MtrunA17_Chr4g0061301,Psat4g048400,1234,6
OG0013373,LATSA3860_EIv1.0_0578270,Vfaba.Hedin2.R1.4g171720,MtrunA17_Chr4g0062911,Psat4g044320,1234,6
OG0013374,LATSA3860_EIv1.0_0578300,Vfaba.Hedin2.R1.4g171840,MtrunA17_Chr4g0062921,Psat4g042280,1234,6
OG0013375,LATSA3860_EIv1.0_0578320,Vfaba.Hedin2.R1.4g171880,,,1200,1
OG0013377,LATSA3860_EIv1.0_0578700,Vfaba.Hedin2.R1.Ung038360,MtrunA17_Chr1g0206121,Psat6g210280,1234,6
OG0013378,LATSA3860_EIv1.0_0579030,Vfaba.Hedin2.R1.4g128600,MtrunA17_Chr4g0053831,Psat4g083600,1234,6
OG0013382,LATSA3860_EIv1.0_0579650,Vfaba.Hedin2.R1.2g024440,MtrunA17_Chr3g0086961,Psat5g205080,1234,6
OG0013383,LATSA3860_EIv1.0_0579940,Vfaba.Hedin2.R1.1g427920,MtrunA17_Chr2g0295241,Psat1g156560,1234,6
OG0013384,LATSA3860_EIv1.0_0580210,Vfaba.Hedin2.R1.3g046040,MtrunA17_Chr1g0179361,Psat6g078920,1234,6
OG0013385,LATSA3860_EIv1.0_0580230,Vfaba.Hedin2.R1.6g147720,MtrunA17_Chr8g0382151,Psat7g055240,1234,6
OG0013386,LATSA3860_EIv1.0_0580920,Vfaba.Hedin2.R1.1g077120,MtrunA17_Chr2g0317011,Psat5g242000,1234,6
OG0013393,LATSA3860_EIv1.0_0584060,Vfaba.Hedin2.R1.1g491200,MtrunA17_Chr2g0278051,Psat1g224560,1234,6
OG0013394,LATSA3860_EIv1.0_0584080,Vfaba.Hedin2.R1.1g491120,MtrunA17_Chr2g0278071,Psat1g224440,1234,6
OG0013395,LATSA3860_EIv1.0_0584140,Vfaba.Hedin2.R1.1g490840,MtrunA17_Chr2g0297561,Psat1g224360,1234,6
OG0013397,LATSA3860_EIv1.0_0584340,Vfaba.Hedin2.R1.2g197200,MtrunA17_Chr3g0141061,Psat5g017720,1234,6
OG0013399,LATSA3860_EIv1.0_0584380,Vfaba.Hedin2.R1.2g197320,MtrunA17_Chr3g0141001,Psat5g017920,1234,6
OG0013400,LATSA3860_EIv1.0_0584390,Vfaba.Hedin2.R1.2g197360,MtrunA17_Chr3g0140961,Psat5g017960,1234,6
OG0013401,LATSA3860_EIv1.0_0584640,Vfaba.Hedin2.R1.2g090800,MtrunA17_Chr3g0117271,Psat5g115160,1234,6
OG0013402,LATSA3860_EIv1.0_0584740,Vfaba.Hedin2.R1.2g090960,MtrunA17_Chr3g0117331,Psat5g115520,1234,6
OG0013403,LATSA3860_EIv1.0_0584750,Vfaba.Hedin2.R1.2g091000,MtrunA17_Chr3g0117341,Psat5g115560,1234,6
OG0013404,LATSA3860_EIv1.0_0585010,Vfaba.Hedin2.R1.4g018760,MtrunA17_Chr8g0356291,Psat4g186680,1234,6
OG0013405,LATSA3860_EIv1.0_0585190,Vfaba.Hedin2.R1.4g120520,MtrunA17_Chr8g0373661,Psat4g091000,1234,6
OG0013406,LATSA3860_EIv1.0_0585700,Vfaba.Hedin2.R1.4g205400,MtrunA17_Chr4g0070031,Psat4g019280,1234,6
OG0013407,LATSA3860_EIv1.0_0585760,Vfaba.Hedin2.R1.4g205200,MtrunA17_Chr4g0070001,Psat4g019760,1234,6
OG0013408,LATSA3860_EIv1.0_0585800,Vfaba.Hedin2.R1.4g205120,MtrunA17_Chr4g0069981,Psat4g019840,1234,6
OG0013409,LATSA3860_EIv1.0_0585820,Vfaba.Hedin2.R1.4g205000,MtrunA17_Chr4g0069971,Psat4g019360,1234,6
OG0013410,LATSA3860_EIv1.0_0585840,Vfaba.Hedin2.R1.4g204920,MtrunA17_Chr4g0069951,Psat4g019720,1234,6
OG0013411,LATSA3860_EIv1.0_0585850,Vfaba.Hedin2.R1.4g204840,MtrunA17_Chr4g0069921,Psat4g019560,1234,6
OG0013412,LATSA3860_EIv1.0_0585870,Vfaba.Hedin2.R1.4g204800,MtrunA17_Chr4g0069901,Psat0s6099g0040,1234,6
OG0013413,LATSA3860_EIv1.0_0586210,Vfaba.Hedin2.R1.1g183160,MtrunA17_Chr6g0461661,Psat1g091240,1234,6
OG0013414,LATSA3860_EIv1.0_0586230,Vfaba.Hedin2.R1.1g183120,MtrunA17_Chr6g0461651,Psat1g091200,1234,6
OG0013416,LATSA3860_EIv1.0_0586860,Vfaba.Hedin2.R1.3g041960,MtrunA17_Chr1g0180621,Psat6g074040,1234,6
OG0013417,LATSA3860_EIv1.0_0588330,Vfaba.Hedin2.R1.2g113560,MtrunA17_Chr3g0123161,Psat5g093560,1234,6
OG0013418,LATSA3860_EIv1.0_0588400,Vfaba.Hedin2.R1.2g113680,MtrunA17_Chr3g0123191,Psat5g093400,1234,6
OG0013419,LATSA3860_EIv1.0_0588450,Vfaba.Hedin2.R1.2g113800,MtrunA17_Chr3g0123261,Psat5g094240,1234,6
OG0013421,LATSA3860_EIv1.0_0588470,Vfaba.Hedin2.R1.2g114000,MtrunA17_Chr3g0123281,Psat5g094160,1234,6
OG0013422,LATSA3860_EIv1.0_0588490,Vfaba.Hedin2.R1.2g114080,MtrunA17_Chr3g0123301,Psat5g092960,1234,6
OG0013423,LATSA3860_EIv1.0_0588670,Vfaba.Hedin2.R1.1g197000,MtrunA17_Chr5g0420791,Psat2g087600,1234,6
OG0013424,LATSA3860_EIv1.0_0588690,Vfaba.Hedin2.R1.1g197080,MtrunA17_Chr5g0420771,Psat2g087120,1234,6
OG0013425,LATSA3860_EIv1.0_0588710,Vfaba.Hedin2.R1.1g195960,MtrunA17_Chr5g0420141,Psat2g093600,1234,6
OG0013427,LATSA3860_EIv1.0_0589020,Vfaba.Hedin2.R1.2g173080,MtrunA17_Chr3g0135491,Psat5g036480,1234,6
OG0013428,LATSA3860_EIv1.0_0589220,Vfaba.Hedin2.R1.3g108200,MtrunA17_Chr1g0197351,Psat6g171320,1234,6
OG0013429,LATSA3860_EIv1.0_0589250,Vfaba.Hedin2.R1.3g108120,MtrunA17_Chr1g0197371,Psat6g173040,1234,6
OG0013430,LATSA3860_EIv1.0_0589280,Vfaba.Hedin2.R1.3g107920,MtrunA17_Chr1g0197411,Psat6g172960,1234,6
OG0013431,LATSA3860_EIv1.0_0589630,Vfaba.Hedin2.R1.1g247800,MtrunA17_Chr5g0436971,Psat2g033720,1234,6
OG0013434,LATSA3860_EIv1.0_0590630,Vfaba.Hedin2.R1.4g239880,MtrunA17_Chr4g0020221,Psat7g150880,1234,6
OG0013435,LATSA3860_EIv1.0_0590640,Vfaba.Hedin2.R1.4g239960,MtrunA17_Chr4g0020211,Psat7g146520,1234,6
OG0013436,LATSA3860_EIv1.0_0591060,Vfaba.Hedin2.R1.1g320720,MtrunA17_Chr5g0416561,Psat2g121240,1234,6
OG0013439,LATSA3860_EIv1.0_0591740,Vfaba.Hedin2.R1.1g266160,MtrunA17_Chr5g0441741,Psat0s1021g0040,1234,6
OG0013440,LATSA3860_EIv1.0_0591750,Vfaba.Hedin2.R1.1g266200,MtrunA17_Chr5g0441801,Psat0ss3759g0080,1234,6
OG0013441,LATSA3860_EIv1.0_0591790,Vfaba.Hedin2.R1.1g266360,MtrunA17_Chr5g0441831,Psat0s3806g0040,1234,6
OG0013443,LATSA3860_EIv1.0_0592520,Vfaba.Hedin2.R1.1g105560,MtrunA17_Chr6g0470111,Psat0s2186g0040,1234,6
OG0013444,LATSA3860_EIv1.0_0592940,Vfaba.Hedin2.R1.2g157080,MtrunA17_Chr3g0131951,Psat5g053200,1234,6
OG0013448,LATSA3860_EIv1.0_0594630,Vfaba.Hedin2.R1.2g036040,MtrunA17_Chr3g0095441,Psat5g189200,1234,6
OG0013449,LATSA3860_EIv1.0_0595110,Vfaba.Hedin2.R1.6g013560,MtrunA17_Chr4g0025371,Psat7g200680,1234,6
OG0013450,LATSA3860_EIv1.0_0595450,Vfaba.Hedin2.R1.1g388640,MtrunA17_Chr5g0396481,Psat0s3604g0040,1234,6
OG0013451,LATSA3860_EIv1.0_0595480,Vfaba.Hedin2.R1.1g388520,MtrunA17_Chr5g0396511,Psat2g185400,1234,6
OG0013452,LATSA3860_EIv1.0_0595490,Vfaba.Hedin2.R1.1g388480,MtrunA17_Chr5g0396521,Psat2g186080,1234,6
OG0013453,LATSA3860_EIv1.0_0595530,Vfaba.Hedin2.R1.1g388360,MtrunA17_Chr5g0396531,Psat2g185960,1234,6
OG0013455,LATSA3860_EIv1.0_0595550,Vfaba.Hedin2.R1.1g388280,MtrunA17_Chr5g0396551,Psat2g185880,1234,6
OG0013457,LATSA3860_EIv1.0_0595680,Vfaba.Hedin2.R1.1g388000,MtrunA17_Chr5g0396731,Psat2g185160,1234,6
OG0013461,LATSA3860_EIv1.0_0595740,Vfaba.Hedin2.R1.1g387720,MtrunA17_Chr5g0396801,Psat0s4440g0120,1234,6
OG0013462,LATSA3860_EIv1.0_0596060,Vfaba.Hedin2.R1.2g126600,MtrunA17_Chr3g0126321,Psat5g080040,1234,6
OG0013463,LATSA3860_EIv1.0_0596490,Vfaba.Hedin2.R1.1g148280,MtrunA17_Chr6g0449141,Psat0s4667g0040,1234,6
OG0013464,LATSA3860_EIv1.0_0596520,Vfaba.Hedin2.R1.1g148400,MtrunA17_Chr6g0449101,Psat1g052560,1234,6
OG0013466,LATSA3860_EIv1.0_0596590,Vfaba.Hedin2.R1.2g274320,MtrunA17_Chr4g0002241,Psat7g260840,1234,6
OG0013467,LATSA3860_EIv1.0_0596600,Vfaba.Hedin2.R1.2g274240,,Psat7g260880,1204,3
OG0013468,LATSA3860_EIv1.0_0596620,Vfaba.Hedin2.R1.2g274200,MtrunA17_Chr4g0002301,Psat7g260960,1234,6
OG0013469,LATSA3860_EIv1.0_0596630,Vfaba.Hedin2.R1.2g274360,MtrunA17_Chr4g0002311,Psat7g261000,1234,6
OG0013470,LATSA3860_EIv1.0_0596640,Vfaba.Hedin2.R1.2g274400,MtrunA17_Chr4g0002321,Psat7g261040,1234,6
OG0013471,LATSA3860_EIv1.0_0596660,Vfaba.Hedin2.R1.2g274680,MtrunA17_Chr4g0002361,Psat7g261200,1234,6
OG0013472,LATSA3860_EIv1.0_0596870,Vfaba.Hedin2.R1.4g178280,MtrunA17_Chr4g0064201,Psat4g037000,1234,6
OG0013474,LATSA3860_EIv1.0_0597470,Vfaba.Hedin2.R1.6g043160,MtrunA17_Chr4g0044041,Psat7g128680,1234,6
OG0013475,LATSA3860_EIv1.0_0597490,Vfaba.Hedin2.R1.6g043200,MtrunA17_Chr4g0043981,Psat7g128600,1234,6
OG0013476,LATSA3860_EIv1.0_0597510,Vfaba.Hedin2.R1.6g043240,MtrunA17_Chr4g0043971,Psat7g126720,1234,6
OG0013478,LATSA3860_EIv1.0_0597550,Vfaba.Hedin2.R1.6g043400,MtrunA17_Chr4g0043931,Psat7g128440,1234,6
OG0013479,LATSA3860_EIv1.0_0597790,Vfaba.Hedin2.R1.1g176120,,,1200,1
OG0013480,LATSA3860_EIv1.0_0597820,Vfaba.Hedin2.R1.1g176200,MtrunA17_Chr6g0460631,Psat1g088600,1234,6
OG0013484,LATSA3860_EIv1.0_0599090,Vfaba.Hedin2.R1.2g253160,MtrunA17_Chr4g0006391,Psat7g245200,1234,6
OG0013486,LATSA3860_EIv1.0_0599130,Vfaba.Hedin2.R1.2g253360,MtrunA17_Chr4g0006251,Psat7g245680,1234,6
OG0013487,LATSA3860_EIv1.0_0599140,Vfaba.Hedin2.R1.2g253520,MtrunA17_Chr4g0006241,Psat7g245720,1234,6
OG0013488,LATSA3860_EIv1.0_0599950,Vfaba.Hedin2.R1.4g085480,MtrunA17_Chr8g0364901,Psat4g127640,1234,6
OG0013489,LATSA3860_EIv1.0_0600140,Vfaba.Hedin2.R1.3g048880,MtrunA17_Chr1g0181121,Psat6g071760,1234,6
OG0013490,LATSA3860_EIv1.0_0600790,Vfaba.Hedin2.R1.3g075120,MtrunA17_Chr1g0188811,Psat6g054520,1234,6
OG0013493,LATSA3860_EIv1.0_0600820,Vfaba.Hedin2.R1.3g075040,MtrunA17_Chr1g0188791,Psat6g054440,1234,6
OG0013494,LATSA3860_EIv1.0_0600840,Vfaba.Hedin2.R1.3g075000,MtrunA17_Chr1g0188771,Psat6g054400,1234,6
OG0013495,LATSA3860_EIv1.0_0600850,Vfaba.Hedin2.R1.3g074880,MtrunA17_Chr1g0188741,Psat6g054360,1234,6
OG0013497,LATSA3860_EIv1.0_0602100,Vfaba.Hedin2.R1.1g101400,MtrunA17_Chr6g0473621,Psat1g102960,1234,6
OG0013498,LATSA3860_EIv1.0_0602370,Vfaba.Hedin2.R1.6g166480,MtrunA17_Chr8g0386161,Psat7g037120,1234,6
OG0013501,LATSA3860_EIv1.0_0602530,Vfaba.Hedin2.R1.6g166920,MtrunA17_Chr8g0386251,Psat7g036440,1234,6
OG0013502,LATSA3860_EIv1.0_0602770,Vfaba.Hedin2.R1.1g086840,MtrunA17_Chr2g0313911,Psat1g008360,1234,6
OG0013503,LATSA3860_EIv1.0_0602780,Vfaba.Hedin2.R1.1g086880,MtrunA17_Chr2g0313901,Psat1g008400,1234,6
OG0013505,LATSA3860_EIv1.0_0602820,Vfaba.Hedin2.R1.1g086960,MtrunA17_Chr2g0313871,Psat1g006600,1234,6
OG0013507,LATSA3860_EIv1.0_0603090,Vfaba.Hedin2.R1.6g164560,MtrunA17_Chr8g0385891,Psat7g038880,1234,6
OG0013508,LATSA3860_EIv1.0_0603100,Vfaba.Hedin2.R1.6g164600,MtrunA17_Chr8g0385901,Psat7g038840,1234,6
OG0013509,LATSA3860_EIv1.0_0603110,Vfaba.Hedin2.R1.6g164880,MtrunA17_Chr8g0385911,Psat7g038600,1234,6
OG0013510,LATSA3860_EIv1.0_0603470,Vfaba.Hedin2.R1.2g029560,MtrunA17_Chr3g0092131,Psat5g184960,1234,6
OG0013511,LATSA3860_EIv1.0_0604280,Vfaba.Hedin2.R1.3g036360,MtrunA17_Chr1g0177101,Psat6g108280,1234,6
OG0013512,LATSA3860_EIv1.0_0604510,Vfaba.Hedin2.R1.2g141160,MtrunA17_Chr3g0128761,Psat5g069280,1234,6
OG0013513,LATSA3860_EIv1.0_0604900,Vfaba.Hedin2.R1.3g033640,MtrunA17_Chr1g0175861,Psat6g090120,1234,6
OG0013514,LATSA3860_EIv1.0_0605110,Vfaba.Hedin2.R1.2g033200,MtrunA17_Chr3g0094121,Psat5g191400,1234,6
OG0013518,LATSA3860_EIv1.0_0605930,Vfaba.Hedin2.R1.6g023080,MtrunA17_Chr4g0027771,Psat7g191800,1234,6
OG0013519,LATSA3860_EIv1.0_0606230,Vfaba.Hedin2.R1.3g133840,MtrunA17_Chr1g0203001,Psat6g197240,1234,6
OG0013520,LATSA3860_EIv1.0_0606240,Vfaba.Hedin2.R1.3g133880,MtrunA17_Chr1g0202971,Psat6g197200,1234,6
OG0013521,LATSA3860_EIv1.0_0606250,Vfaba.Hedin2.R1.3g133680,MtrunA17_Chr1g0202961,Psat6g197120,1234,6
OG0013523,LATSA3860_EIv1.0_0606460,Vfaba.Hedin2.R1.5g053600,MtrunA17_Chr7g0242501,Psat3g129320,1234,6
OG0013524,LATSA3860_EIv1.0_0606520,Vfaba.Hedin2.R1.5g053640,MtrunA17_Chr8g0377111,Psat3g127880,1234,6
OG0013526,LATSA3860_EIv1.0_0607090,Vfaba.Hedin2.R1.1g440520,MtrunA17_Chr2g0292081,Psat1g168520,1234,6
OG0013527,LATSA3860_EIv1.0_0608830,Vfaba.Hedin2.R1.1g216400,MtrunA17_Chr5g0426951,Psat2g068840,1234,6
OG0013528,LATSA3860_EIv1.0_0609050,Vfaba.Hedin2.R1.4g138080,MtrunA17_Chr4g0055691,Psat4g074840,1234,6
OG0013530,LATSA3860_EIv1.0_0609410,Vfaba.Hedin2.R1.2g210600,MtrunA17_Chr3g0143791,Psat5g011560,1234,6
OG0013531,LATSA3860_EIv1.0_0609420,Vfaba.Hedin2.R1.2g210560,MtrunA17_Chr3g0143811,Psat5g011520,1234,6
OG0013532,LATSA3860_EIv1.0_0609430,Vfaba.Hedin2.R1.2g210480,MtrunA17_Chr3g0143821,Psat5g011480,1234,6
OG0013533,LATSA3860_EIv1.0_0609750,Vfaba.Hedin2.R1.3g177560,MtrunA17_Chr1g0163291,Psat6g098280,1234,6
OG0013535,LATSA3860_EIv1.0_0610430,Vfaba.Hedin2.R1.3g213480,MtrunA17_Chr1g0151261,Psat6g021240,1234,6
OG0013536,LATSA3860_EIv1.0_0610450,Vfaba.Hedin2.R1.3g213600,MtrunA17_Chr1g0151351,Psat6g021160,1234,6
OG0013537,LATSA3860_EIv1.0_0610460,Vfaba.Hedin2.R1.3g213720,MtrunA17_Chr1g0151361,Psat0s3108g0040,1234,6
OG0013538,LATSA3860_EIv1.0_0610480,Vfaba.Hedin2.R1.3g213880,MtrunA17_Chr1g0151401,Psat0s4497g0080,1234,6
OG0013539,LATSA3860_EIv1.0_0610540,Vfaba.Hedin2.R1.3g214400,MtrunA17_Chr1g0151461,Psat6g020240,1234,6
OG0013540,LATSA3860_EIv1.0_0611410,Vfaba.Hedin2.R1.2g232280,MtrunA17_Chr4g0013351,Psat7g229240,1234,6
OG0013541,LATSA3860_EIv1.0_0611420,Vfaba.Hedin2.R1.2g232240,MtrunA17_Chr4g0013361,Psat7g229280,1234,6
OG0013542,LATSA3860_EIv1.0_0611730,Vfaba.Hedin2.R1.1g165760,MtrunA17_Chr6g0483611,Psat1g034960,1234,6
OG0013543,LATSA3860_EIv1.0_0611900,Vfaba.Hedin2.R1.2g190080,MtrunA17_Chr3g0139091,Psat5g023880,1234,6
OG0013544,LATSA3860_EIv1.0_0611930,Vfaba.Hedin2.R1.2g190160,MtrunA17_Chr3g0139121,Psat5g023800,1234,6
OG0013545,LATSA3860_EIv1.0_0611950,Vfaba.Hedin2.R1.2g190240,MtrunA17_Chr3g0139161,Psat5g023760,1234,6
OG0013551,LATSA3860_EIv1.0_0612570,Vfaba.Hedin2.R1.3g132640,MtrunA17_Chr1g0202661,Psat6g196280,1234,6
OG0013553,LATSA3860_EIv1.0_0613150,Vfaba.Hedin2.R1.5g129120,MtrunA17_Chr7g0262511,Psat3g053040,1234,6
OG0013554,LATSA3860_EIv1.0_0613200,Vfaba.Hedin2.R1.5g128840,MtrunA17_Chr7g0262441,Psat3g052160,1234,6
OG0013555,LATSA3860_EIv1.0_0613210,Vfaba.Hedin2.R1.5g128800,MtrunA17_Chr7g0262401,Psat3g052200,1234,6
OG0013556,LATSA3860_EIv1.0_0613560,Vfaba.Hedin2.R1.Ung002320,MtrunA17_Chr8g0356501,Psat4g146200,1234,6
OG0013557,LATSA3860_EIv1.0_0613780,Vfaba.Hedin2.R1.1g467360,MtrunA17_Chr2g0284041,Psat1g197440,1234,6
OG0013559,LATSA3860_EIv1.0_0613900,Vfaba.Hedin2.R1.1g467600,MtrunA17_Chr2g0283991,Psat1g197040,1234,6
OG0013560,LATSA3860_EIv1.0_0614860,Vfaba.Hedin2.R1.1g129840,MtrunA17_Chr6g0455501,Psat1g066840,1234,6
OG0013561,LATSA3860_EIv1.0_0615110,Vfaba.Hedin2.R1.6g074480,MtrunA17_Chr4g0040511,Psat7g167560,1234,6
OG0013563,LATSA3860_EIv1.0_0615180,Vfaba.Hedin2.R1.6g074360,MtrunA17_Chr4g0040481,Psat7g167800,1234,6
OG0013564,LATSA3860_EIv1.0_0615220,Vfaba.Hedin2.R1.6g067160,MtrunA17_Chr4g0040451,Psat7g167960,1234,6
OG0013565,LATSA3860_EIv1.0_0615240,Vfaba.Hedin2.R1.6g067080,MtrunA17_Chr4g0040431,Psat7g167920,1234,6
OG0013568,LATSA3860_EIv1.0_0616360,Vfaba.Hedin2.R1.5g063280,MtrunA17_Chr7g0246441,Psat3g114040,1234,6
OG0013569,LATSA3860_EIv1.0_0617740,Vfaba.Hedin2.R1.Ung098400,MtrunA17_Chr8g0363921,Psat4g133520,1234,6
OG0013570,LATSA3860_EIv1.0_0618050,Vfaba.Hedin2.R1.2g025880,MtrunA17_Chr3g0086521,Psat5g203080,1234,6
OG0013571,LATSA3860_EIv1.0_0618090,Vfaba.Hedin2.R1.3g086880,MtrunA17_Chr1g0191841,Psat6g151200,1234,6
OG0013572,LATSA3860_EIv1.0_0618180,Vfaba.Hedin2.R1.3g084960,MtrunA17_Chr1g0191741,Psat6g149520,1234,6
OG0013573,LATSA3860_EIv1.0_0618190,Vfaba.Hedin2.R1.3g085000,MtrunA17_Chr1g0191731,Psat6g149480,1234,6
OG0013574,LATSA3860_EIv1.0_0618200,Vfaba.Hedin2.R1.3g085040,MtrunA17_Chr1g0191711,Psat0s1377g0320,1234,6
OG0013575,LATSA3860_EIv1.0_0618870,Vfaba.Hedin2.R1.2g138040,MtrunA17_Chr3g0128271,Psat5g070720,1234,6
OG0013577,LATSA3860_EIv1.0_0618900,Vfaba.Hedin2.R1.2g137920,MtrunA17_Chr3g0128181,Psat5g070800,1234,6
OG0013578,LATSA3860_EIv1.0_0618940,Vfaba.Hedin2.R1.2g137840,MtrunA17_Chr3g0128101,Psat5g071000,1234,6
